date,granule_id,title,type,text
that America can lead the way in deploying undersea cables while 
protecting our marine environments.
  Mr. Speaker, I want to thank Congressman Carter for his leadership on 
this issue. I urge my colleagues to support this legislation, and I 
yield back the balance of my time.
  The SPEAKER pro tempore. All time for debate has expired.
  Pursuant to House Resolution 1057, the previous question is ordered 
on the bill, as amended.
  The question is on the engrossment and third reading of the bill.
  The bill was ordered to be engrossed and read a third time, and was 
read the third time.


                           Motion to Recommit

  Mr. CARBAJAL. Mr. Speaker, I have a motion to recommit at the desk.
  The SPEAKER pro tempore. The Clerk will report the motion to 
recommit.
  The Clerk read as follows:

       Mr. Carbajal of California moves to recommit the bill H.R. 
     261 to the Committee on Natural Resources.

  The material previously referred to by Mr. Carbajal is as follows:

       Mr. Carbajal moves to recommit the bill H.R. 261 to the 
     Committee on Natural Resources with instructions to report 
     the same back to the House forthwith, with the following 
     amendment:
       Page 4, line 7, strike the closing quotation mark and the 
     final period.
       Page 4, after line 7, insert the following:
       ``(c) Public Notice Required.--The Secretary shall provide 
     appropriate public notice for any license, lease, or permit 
     issued by a Federal or State agency as described in 
     subsection (a).
       ``(d) Applicability.--Subsection (a) shall only apply with 
     respect to a license, lease, or permit issued by a Federal or 
     State agency as described in that subsection if--
       ``(1) such license, lease, or permit requires that any 
     activity conducted under such license, lease, or permit is--
       ``(A) compatible with the terms of designation of the 
     applicable national marine sanctuary; and
       ``(B) conducted in a manner that does not destroy, cause 
     the loss of, or injure any sanctuary resource; and
       ``(2) the issuing Federal or State agency requires the 
     applicant for such license, lease, or permit, to be eligible 
     to be issued such license, lease, or permit--
       ``(A) to carry general liability insurance; or
       ``(B)(i) post an equivalent bond against any claim arising 
     out of an activity conducted under such license, lease, or 
     permit; and
       ``(ii) agree to hold the United States harmless against 
     such a claim.
       ``(e) Fees.--The Secretary may assess and collect fees for 
     the conduct of any activity in a national marine sanctuary 
     under a license, lease, or permit issued by a Federal or 
     State agency as described in subsection (a) in accordance 
     with the terms described in subsection 310(d).
       ``(f) State Agency Defined.--In this section, the term 
     `State agency' means an agency of a State such that all or 
     part of the national marine sanctuary is within the 
     territorial limits of such State or is superjacent to the 
     subsoil and seabed within the seaward boundary of such State, 
     as that boundary is established under the Submerged Lands Act 
     (43 U.S.C. 1301 et seq.).''.
       Strike section 3.

  The SPEAKER pro tempore. Pursuant to clause 2(b) of rule XIX, the 
previous question is ordered on the motion to recommit.
  The question is on the motion to recommit.
  The question was taken; and the Speaker pro tempore announced that 
the noes appeared to have it.
  Mr. CARBAJAL. Mr. Speaker, on that I demand the yeas and nays.
  The yeas and nays were ordered.
  The SPEAKER pro tempore. Pursuant to clause 8 of rule XX, further 
proceedings on this question are postponed.

                          ____________________


"
2026-02-11,CREC-2026-02-11-pt1-PgH2166,ADJUSTING IMPORTS OF PROCESSED CRITICAL MINERALS AND THEIR DERIVATIVE PRODUCTS INTO THE UNITED STATES--MESSAGE FROM THE PRESIDENT OF THE UNITED STATES (H. DOC. NO. 119-134),HOUSE,"
[Congressional Record Volume 172, Number 29 (Wednesday, February 11, 2026)]
[House]
[Page H2166]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]
